"Id","Created (UTC)","Latitude","Longitude","Text","Full Text","User Name","User Mentions","Hashtags","Language","Retweet count","Country","Place","Image"
"1449778149017915404","2021-10-17 16:43:40","24.8421135","92.8111539","The majestic sky with nightsight!

19:57hrs

Shot on Pixel 4a

#GooglePixel @ NH 54 https://t.co/96EPpYEFXt","","Rajan Bhattacharjee","","","en","0","India","Silchar, India",""
"1449559124103028745","2021-10-17 02:13:21","24.82","92.8","#imkishore1912 #kishorekumardas @ Silchar https://t.co/ye2dIYk8yQ","","Kishore Kumar","","","pt","0","India","Silchar, India",""
"1449578530933813250","2021-10-17 03:30:28","24.83088802","92.78334347","🖤🖤🖤 @ Silchar. the City of Love https://t.co/OCl8hegstn","","Annum__barb","","","en","0","India","Silchar, India",""
"1450213417038401538","2021-10-18 21:33:16","24.81306648","92.79751091","Girl Cake @ My Silchar https://t.co/1hu9hNWjy3","","Mr. Jini","","","en","0","India","Silchar, India",""
"1450214279605542916","2021-10-18 21:36:42","24.81306648","92.79751091","ABish Biofloc 1year Complete Celebration Cake
#the_cakes_29
#mrjinidelivery @ My Silchar https://t.co/J9bPt60c5p","","Mr. Jini","","","en","0","India","Silchar, India",""
"1450408325355552771","2021-10-19 10:27:46","24.81306648","92.79751091","Call +91 9954263863 @ My Silchar https://t.co/UiKEpYqh4O","","Mr. Jini","","","en","0","India","Silchar, India",""
"1450471030473076747","2021-10-19 14:36:56","24.81306648","92.79751091","DM to Order Now!!!
+91 9954263863 @ My Silchar https://t.co/XLvJjwwUoB","","Mr. Jini","","","en","0","India","Silchar, India",""
"1450437204845776896","2021-10-19 12:22:32","24.81306648","92.79751091","DM to Order Now
Call or Whatsapp
+91 9954263863 @ My Silchar https://t.co/TQONpIuJPB","","Mr. Jini","","","en","0","India","Silchar, India",""
"1450794977563484160","2021-10-20 12:04:11","24.81306648","92.79751091","Just posted a photo @ My Silchar https://t.co/HbOh2PuMHC","","Mr. Jini","","","en","0","India","Silchar, India",""
"1451016740930994179","2021-10-21 02:45:24","24.81306648","92.79751091","Aajke Sam Momo k Nam
Pre Book Now!!!
+91 9954263863
Original Recipe Photo @ My Silchar https://t.co/4Sb5OR5Obv","","Mr. Jini","","","pt","0","India","Silchar, India",""
"1451110727243206660","2021-10-21 08:58:52","24.82820225","92.79980712","Hello Fit Ladies and Gentlemen in Barak Valley! I'm coming to your City to Witness a Grand Event, Mark your Calenda… https://t.co/lNh3McilJO","Hello Fit Ladies and Gentlemen in Barak Valley! I'm coming to your City to Witness a Grand Event, Mark your Calendars on 23rd of October 2021 and Be there to cheer up the upcoming Talents! @ Barak Valley https://t.co/l6wzS0drHL","Achyut Kalita","","","en","0","India","Silchar, India",""
"1451226238320889859","2021-10-21 16:37:52","24.81306648","92.79751091","October Winner Cake
Miss Aditi @ My Silchar https://t.co/C7APpEPtE7","","Mr. Jini","","","en","0","India","Silchar, India",""
"1451399034770427904","2021-10-22 04:04:30","24.81306648","92.79751091","Available in Silchar
FREE HOME DELIVERY @ My Silchar https://t.co/LbP8onxUtz","","Mr. Jini","","","en","0","India","Silchar, India",""
"1451586948347437071","2021-10-22 16:31:12","24.82820225","92.79980712","Just posted a photo @ Barak Valley https://t.co/RnJHDM4dI8","","Achyut Kalita","","","en","0","India","Silchar, India",""
"1454477150438891523","2021-10-30 15:55:50","24.82","92.8","silchar_red_light_contact_number
#silchar_assam_number
#silchar_premtala
#silchar_14_no_gali_distance… https://t.co/4AjlnpaIKG","silchar_red_light_contact_number
#silchar_assam_number
#silchar_premtala
#silchar_14_no_gali_distance
#guwahati_14_number
#contai_14_no_gali_video
#silchar_red_light_area_details
#satta_number @ Silchar https://t.co/xkKtIjFbjI","SILCHAR 14 NUMBER","","silchar_assam_number; silchar_premtala; silchar_14_no_gali_distance; guwahati_14_number; contai_14_no_gali_video; silchar_red_light_area_details; satta_number","en","0","India","Silchar, India",""
"1454879822627356672","2021-10-31 18:35:54","24.82","92.8","लौहपुरुष सरदार पटेल जी के चरणों में नमन ।

#राष्ट्रीयएकतादिवस #लौहपुरुष_सरदार_वल्लभभाई_पटेल 
प्रमाण पत्र राष्ट्रीय… https://t.co/C4fXFecxNf","लौहपुरुष सरदार पटेल जी के चरणों में नमन ।

#राष्ट्रीयएकतादिवस #लौहपुरुष_सरदार_वल्लभभाई_पटेल 
प्रमाण पत्र राष्ट्रीय एकता दिवस शपथ 🇮🇳 @ Silchar https://t.co/7RZrxJqOt5","Ajoy Dey","","राष्ट्रीयएकतादिवस; लौहपुरुष_सरदार_वल्लभभाई_पटेल","hi","0","India","Silchar, India",""
"1454737503676682240","2021-10-31 09:10:23","24.82","92.8","Just posted a photo @ Silchar https://t.co/jPTTCjFCno","","Kishore Kumar Das","","","en","0","India","Silchar, India",""
"1454763161534402560","2021-10-31 10:52:20","24.8091448","92.795542","#186 * PHOTO.! 🧢 @ Assam, India https://t.co/epXaSoVmcm","","Bishal Basumatary","","","pt","0","India","Silchar, India",""
"1455579376733593608","2021-11-02 16:55:41","24.78732329","92.79609833","Just posted a photo @ Green Heals Hospital, Silchar https://t.co/vCmc6OXVaU","","Dr. Pratik Kumar, MS Ortho.","","","en","0","India","Silchar, India",""
"1456500384080465926","2021-11-05 05:55:26","24.82","92.8","Happy Diwali... @ Silchar https://t.co/z2UqQxD4kc","","Himadri Roy","","","in","0","India","Silchar, India",""
"1456607311699529732","2021-11-05 13:00:20","24.81306648","92.79751091","Gift Hamper 🎁 @ My Silchar https://t.co/XqVZpvUtOg","","Mr. Jini","","","en","0","India","Silchar, India",""
"1456730411422396424","2021-11-05 21:09:29","24.81306648","92.79751091","Generally ami maa er logey kno photo shoto utsi nh
But ajk 😌💕Life er 1st time......... 

Today I I asked to myself… https://t.co/6WihvuxnU1","Generally ami maa er logey kno photo shoto utsi nh
But ajk 😌💕Life er 1st time......... 

Today I I asked to myself y not maa💕
Nd yes I love my maa💓 more than anything in the world, anything @ My Silchar https://t.co/KD8WWIDcX2","Bappa Deb","","","en","0","India","Silchar, India",""
"1457218785513914372","2021-11-07 05:30:06","24.82","92.8","Just posted a photo @ Silchar https://t.co/RJ8xBXywMK","","Himadri Roy","","","en","0","India","Silchar, India",""
"1457367489793380361","2021-11-07 15:21:00","24.76150064","92.79641013","Just posted a photo @ Barak Valley Express ""the Multi Cuisine Restaurant"" https://t.co/OXZHNKISQ9","","AKMAL LASKAR","","","en","0","India","Silchar, India",""
"1457011697953083397","2021-11-06 15:47:13","24.81306648","92.79751091","क़भी चुपके से मुस्कुरा कर देखना,
दिल पर लगे पहरे हटा कर देख़ना,
ये ज़िन्दग़ी तेरी खिलखिला उठेगी,
ख़ुद पर कुछ लम्हें… https://t.co/KnqsKPSrBI","क़भी चुपके से मुस्कुरा कर देखना,
दिल पर लगे पहरे हटा कर देख़ना,
ये ज़िन्दग़ी तेरी खिलखिला उठेगी,
ख़ुद पर कुछ लम्हें लुटा कर देखना। @ My Silchar https://t.co/mHcil3NUF5","Sanjit Pandey","","","hi","0","India","Silchar, India",""
"1459943834796937219","2021-11-14 17:58:29","24.83602615","92.80257955","Something I truly love being out with the camera taking photos and watching this beautiful world go by it's day.

1… https://t.co/o0r1HsUpin","Something I truly love being out with the camera taking photos and watching this beautiful world go by it's day.

14.11.2021 | 15:59hrs

#Canon @ District Sports Association Ground https://t.co/HdOuyq01Qe","Rajan Bhattacharjee","","Canon","en","0","India","Silchar, India",""
"1460950977150914570","2021-11-17 12:40:30","24.81872","92.79139","4BHK House/Villa in #Ambicapatty #4Bedroom #IndependentHouse #ForSale #Silchar #Residential #Property
https://t.co/ioECLrUYEU","","PropertyWala.com","","","et","0","India","Silchar, India",""
"1462685831429333001","2021-11-22 07:34:12","24.81872","92.79139","#Apartment in Anupama, #Silchar #2BHK #Flat #ForRent #Ambicapatty #Residential #Property
https://t.co/1yLLY437tz","","PropertyWala.com","","","tl","0","India","Silchar, India",""
"1462768613027459074","2021-11-22 13:03:08","24.81306648","92.79751091","Just posted a photo @ My Silchar https://t.co/4FchY4LoAm","","Aszad H BJP","","","en","0","India","Silchar, India",""
"1448456276833415169","2021-10-14 01:11:02","24.82","92.8","Just posted a video @ Silchar https://t.co/nuc7qRGQ6H","","Kishore Kumar","","","en","0","India","Silchar, India",""
"1448688195223314441","2021-10-14 16:32:35","24.81306648","92.79751091","Just posted a photo @ My Silchar https://t.co/1oin5WeBtR","","Narsinghpanghal","","","en","0","India","Silchar, India",""
"1448876240211959815","2021-10-15 04:59:49","24.81306648","92.79751091","❤️❤️Subho 🥰🥰 Bijoya 😘😘 Dashami🥀🥀......
🥺🥺 @ My Silchar https://t.co/MuwqomyB9B","","𝓝𝓪𝔂𝓪𝓷 𝓼𝓪𝓱𝓪","","","in","0","India","Silchar, India",""
"1448813426843820034","2021-10-15 00:50:13","24.82","92.8","Just posted a video @ Silchar https://t.co/ycqhF0B9Kc","","Kishore Kumar","","","en","0","India","Silchar, India",""
"1448966927750242306","2021-10-15 11:00:10","24.82","92.8","Durga Puja Diary! @ Silchar https://t.co/CCm7tbY73v","","Rajan Bhattacharjee","","","in","0","India","Silchar, India",""
"1448980006542233605","2021-10-15 11:52:08","24.82","92.8","Just posted a video @ Silchar https://t.co/OdNWVKuNqb","","Kishore Kumar","","","en","0","India","Silchar, India",""
"1448997146561232936","2021-10-15 13:00:15","24.82","92.8","শুভ বিজয়া
🙏🏼

#DurgaPuja #ShubhoBijoya @ Silchar https://t.co/u0pBztxwxe","","Rajan Bhattacharjee","","","und","0","India","Silchar, India",""
"1446244296487735296","2021-10-07 22:41:24","24.82","92.8","My wife ❤️ @ Silchar https://t.co/6xGtqZi86q","","Biswadeep Das","","","en","0","India","Silchar, India",""
"1449048753445511169","2021-10-15 16:25:19","24.82988","92.74807","Dj 😂😂😂 @ Pailapool https://t.co/En1vohkbBZ","","𝓝𝓪𝔂𝓪𝓷 𝓼𝓪𝓱𝓪","","","en","0","India","Silchar, India",""
"1464098811366809601","2021-11-26 05:08:52","24.8091448","92.795542","🤣WAHH BETE 😅🤘😂.#asifsquad💫 #moj #mojindia. @mojindia @ Assam, India https://t.co/yV4YYzpUs4","","😊_Asif_💫","","","in","0","India","Silchar, India",""
"1466854840298917890","2021-12-03 19:40:21","24.82","92.8","Just posted a photo @ Silchar https://t.co/iu45dOk0VL","","Sourav Das","","","en","0","India","Silchar, India",""
"1466698547504504832","2021-12-03 09:19:18","24.82","92.8","Just posted a photo @ Silchar https://t.co/rrg5YWWmLJ","","Koushik Bhowmik","","","en","0","India","Silchar, India",""
"1464838008407011332","2021-11-28 06:06:11","24.81306648","92.79751091","#morningvibes #instafashion #instagram #foryou juSt a cHill cLick GuYs.....😍😍😍 @ My Silchar https://t.co/fmieDzVFwI","","Aszad H BJP","","","en","0","India","Silchar, India",""
"1464841661524037636","2021-11-28 06:20:42","24.8091448","92.795542","@yamigautam Happy Birthday to you My world. Wishing you colourful joyful year. god bless you Yami ji ❤️❤️ 
Enjoy lo… https://t.co/RA2tww0yRS","@yamigautam Happy Birthday to you My world. Wishing you colourful joyful year. god bless you Yami ji ❤️❤️ 
Enjoy love &amp; respect 😘😘 
#yamigautam 
#loveryamii @ Assam, India https://t.co/vneZh4D75D","#HappyBirthdayYamiGautam🎂❤","yamigautam","yamigautam; loveryamii","en","0","India","Silchar, India",""
"1467329755049607169","2021-12-05 03:07:29","24.82","92.8","5mints after placing order

#mrjinidelivery 
#mrjini 
#hukummereaaka🧞‍♂️ 
#hukummereaaka @ Silchar https://t.co/WOV4IUMCkH","","Mr. Jini","","","en","0","India","Silchar, India",""
"1464934260037537792","2021-11-28 12:28:39","24.81277","92.7976","#friendship #school #friend @ National Highway https://t.co/JkqSRPdMbR","","Raj arya","","","en","0","India","Silchar, India",""
"1467510770221174786","2021-12-05 15:06:47","24.81306648","92.79751091","Just posted a photo @ My Silchar https://t.co/jwNabEi4Mo","","Aszad H, #TNMC #BJP Individual Social Services","","","en","0","India","Silchar, India",""
"1467514603278057472","2021-12-05 15:22:01","24.8055088","92.7932639","Just posted a photo @ Bio Diversity Park Cachar https://t.co/ghTPsRAmRi","","Sabir Ahmed Barbhuiya","","","en","0","India","Silchar, India",""
"1465405451558965254","2021-11-29 19:41:00","24.81306648","92.79751091","Just posted a photo @ My Silchar https://t.co/Yndfyewk8f","","Aszad H BJP","","","en","0","India","Silchar, India",""
"1465181826650099713","2021-11-29 04:52:23","24.83010689","92.78762284","🌄💜GD morning guys 🖤💫😊#asifsquad💫 #photo #phonecamera #photography #camera #trending #silchar #assam #india @ Silcha… https://t.co/MT2jX7cBrI","🌄💜GD morning guys 🖤💫😊#asifsquad💫 #photo #phonecamera #photography #camera #trending #silchar #assam #india @ Silchar Railway Station https://t.co/ZmPzC0pZdz","😊_Asif_💫","","asifsquad; photo; phonecamera; photography; camera; trending; silchar; assam; india","en","0","India","Silchar, India",""
"1467579395665641472","2021-12-05 19:39:28","24.81306648","92.79751091","Discussions going on @Silchar for our Organization #Unilinkbiz ........ Credit goes to @Rabul Sir &amp; Myself @Aszad H… https://t.co/MbJ0TBGo3M","Discussions going on @Silchar for our Organization #Unilinkbiz ........ Credit goes to @Rabul Sir &amp; Myself @Aszad H, thanks for the support #Unilinkbiz and and all #Unilinkbizteammembers ♥️♥️♥️ @ My Silchar https://t.co/1UKmLCYoMZ","Aszad H, #TNMC #BJP Individual Social Services","silchar; rabul; Aszad","Unilinkbiz; Unilinkbiz; Unilinkbizteammembers","en","0","India","Silchar, India",""
"1468117402709807110","2021-12-07 07:17:19","24.8091448","92.795542","🖤🤘.#nofilter With BFF_@tahir.barbhuiya.07 @imran_____mazumder 
.
.
#asifsquad💫 #asif #tahir #imran @ Assam, India https://t.co/F9Ka8JX0eG","","😊_Asif_💫","","","tl","0","India","Silchar, India",""
"1468496219999772673","2021-12-08 08:22:36","24.81306648","92.79751091","&lt;3 @ My Silchar https://t.co/TgM8BMxpis","",".","","","en","0","India","Silchar, India",""
"1468661747494051840","2021-12-08 19:20:21","24.81306648","92.79751091","Just posted a photo @ My Silchar https://t.co/wYKiiW1yKc","","Aszad H, #TNMC #BJP Individual Social Services","","","en","0","India","Silchar, India",""
"1466124426819227650","2021-12-01 19:17:57","24.81306648","92.79751091","Just posted a photo @ My Silchar https://t.co/1fmtba2GZH","","Dr. Aszad H","","","en","0","India","Silchar, India",""
"1466489812081278977","2021-12-02 19:29:51","24.81306648","92.79751091","Just posted a photo @ My Silchar https://t.co/iRQIGpDCQ9","","Dr. Aszad H","","","en","0","India","Silchar, India",""
"1469284294271057926","2021-12-10 12:34:08","24.81306648","92.79751091","Just posted a photo @ My Silchar https://t.co/lXftPJCbXg","","Aszad H, #TNMC #BJP Individual Social Services","","","en","0","India","Silchar, India",""
"1469282664783958028","2021-12-10 12:27:39","24.81306648","92.79751091","Just posted a photo @ My Silchar https://t.co/i0np2HUawG","","Aszad H, #TNMC #BJP Individual Social Services","","","en","0","India","Silchar, India",""
"1471017690718482436","2021-12-15 07:22:02","24.83527","92.76445","😊🥀..................................... @ Indian muslim https://t.co/qIzhNofdQT","","Sāhëd Āhmêd™","","","in","0","India","Silchar, India",""
"1470304948210520068","2021-12-13 08:09:51","24.79379128","92.80671559","Just posted a photo @ Walima https://t.co/VN11YCLjIh","","Aszad H, #TNMC #BJP Individual Social Services","","","en","0","India","Silchar, India",""
"1470445214300921859","2021-12-13 17:27:13","24.81931619","92.79688498","শীতের সন্ধে...

Thanks @subhs1fit for bringing here the Kolkata vibes! @ Sanjay Karate School - Silchar https://t.co/zNJh8fX9ea","","Rajan Bhattacharjee","","","en","0","India","Silchar, India",""
"1470302649685889025","2021-12-13 08:00:43","24.79379128","92.80671559","Just posted a photo @ Walima https://t.co/kunBjMzs04","","Aszad H, #TNMC #BJP Individual Social Services","","","en","0","India","Silchar, India",""
"1471150624355991558","2021-12-15 16:10:16","24.8331274","92.7536758","There is nothing to lose but there is a whole world for #winning. @ Agartala  Tripura https://t.co/v2QtDBbAzA","","Abhijit Nama","","","en","0","India","Silchar, India",""
"1471558461125234697","2021-12-16 19:10:52","24.776417","92.8191679","@khalammashome #brother #ns200 #instaviral #instafashion #instagram #bikelife @ Neairgram PT 2 https://t.co/GRyqveQrR0","","Aszad H, #TNMC #BJP Individual Social Services","","","lv","0","India","Silchar, India",""
"1471233503262035971","2021-12-15 21:39:36","24.79379128","92.80671559","#instafashion #instaviral #instagram Achieved #Star #superdistributor @unilinkbusiness @ Walima https://t.co/lvU0GqS0yE","","Aszad H, #TNMC #BJP Individual Social Services","","","en","0","India","Silchar, India",""
"1471557117475790850","2021-12-16 19:05:31","24.776417","92.8191679","@khalammashome #brother #ns200 #instaviral #instafashion #instagram #bike @ Neairgram PT 2 https://t.co/z7mbwvLxOS","","Aszad H, #TNMC #BJP Individual Social Services","","","lv","0","India","Silchar, India",""
"1471670005616021508","2021-12-17 02:34:06","24.830822","92.80501","Serenity of an early morning in Cachar.
#cachar #marjing #mayanglambam @ Cachar https://t.co/xR4Dm287mm","","Marjing","","","en","0","India","Silchar, India",""
"1472558132958273538","2021-12-19 13:23:12","24.82741152","92.78861337","Just posted a photo @ Tarapur Silchar https://t.co/WaYnk1r4mh","","Rahul Deb","","","en","0","India","Silchar, India",""
"1473025742967492612","2021-12-20 20:21:19","24.82337","92.79772","#mother #mothercare eye hospital for my Maa's #eyedrops @ Choudhury Eye Clinic https://t.co/qLcl8WmK4D","","Aszad H, #TNMC #BJP Individual Social Services","","","en","0","India","Silchar, India",""
"1469919224311255042","2021-12-12 06:37:07","24.82","92.8","Just posted a photo @ Silchar https://t.co/gLscr9dusl","","Ajoy Dey","","","en","0","India","Silchar, India",""
"1473271645913632774","2021-12-21 12:38:27","24.775617","92.794517","Blood and Sweat, leading to a satisfied smile. 

#residency #surgeonlife #thatorthodoc #orthopod #surgery #blood… https://t.co/yrGfoxT0ZO","Blood and Sweat, leading to a satisfied smile. 

#residency #surgeonlife #thatorthodoc #orthopod #surgery #blood #sweat @ Silchar Medical College and Hospital https://t.co/pO8SaQZoZP","Dr. Pratik Kumar, MS Ortho.","","residency; surgeonlife; thatorthodoc; orthopod; surgery; blood; sweat","en","0","India","Silchar, India",""
"1473027355559874564","2021-12-20 20:27:43","24.776417","92.8191679","#memories for #oldage with my #mother #auntie s 😎😎😎 @ Neairgram PT 2 https://t.co/uhiFfLrwWA","","Aszad H, #TNMC #BJP Individual Social Services","","","en","0","India","Silchar, India",""
"1473150258859454467","2021-12-21 04:36:06","24.82350898","92.80254364","Builder Floor in #Bijaya. #2BHK #Apartment #Flat #ForSale #Silchar #Residential #Property
https://t.co/w6YLxVJPNh","","PropertyWala.com","","","en","0","India","Silchar, India",""
"1473171736367620099","2021-12-21 06:01:26","24.82","92.8","In order to love who you are, you cannot hate the experiences that shaped you. @ Silchar https://t.co/QDSxK3PSP9","","Arjun Bakti","","","en","0","India","Silchar, India",""
"1473771772961239040","2021-12-22 21:45:46","24.81554835","92.80531722","#socialwork #viralpost @ Kanakpur, Silchar https://t.co/4ISvNsg5mV","","Aszad H, #TNMC #BJP Individual Social Services","","","in","0","India","Silchar, India",""
